"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"4131","M00001","ND57_MAG_00028","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.888888888888889,"True",0.9,"True",NA,"No enzymes unique to module",NA,"K00134,K00134,K00134,K00850,K00873,K00927,K01624,K01689,K01803,K15633,K15916","2561605,2561277,2561354,2561604,2562687,2562135,2562341,2562247,2562653,2562181,2561704","K15633 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K15916 is present in multiple modules: M00001/M00004/M00909,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01803 is present in multiple modules: M00001/M00002/M00003,K00850 is present in multiple modules: M00001/M00345,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",1,0,"0,1,1,1,1,1,1,1,1","susceptible"
"4132","M00307","ND57_MAG_00028","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00161,K00162,K00627","1,1,1","K00161,K00162,K00382,K00382,K00627","2562698,2561505,2562634,2562319,2562699","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",1,1,"1","susceptible"
"4133","M00010","ND57_MAG_00028","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01647","2560853,2562377","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,1","susceptible"
"4134","M00909","ND57_MAG_00028","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00820,K15916","2562010,2561704","K00820 is present in multiple modules: M00892/M00909,K15916 is present in multiple modules: M00001/M00004/M00909",0,0,"0,1,1,0,0","susceptible"
"4135","M00012","ND57_MAG_00028","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00024,K01647","2561395,2562377","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,0,0,1","susceptible"
"4136","M00741","ND57_MAG_00028","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.666666666666667,"False",0.833333333333333,"True",NA,"No enzymes unique to module",NA,"K01847,K01966,K05606","2561544,2562093,2560867","K01966 is present in multiple modules: M00373/M00741/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613,K01847 is present in multiple modules: M00373/M00741/M00376/M00613",0,1,"1,1,1","susceptible"
"4137","M00165","ND57_MAG_00028","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.727272727272727,"False",0.727272727272727,"False",NA,"No enzymes unique to module",NA,"K00134,K00134,K00134,K00615,K00615,K00927,K01624,K01808,K03841","2561605,2561277,2561354,2561863,2561862,2562135,2562341,2562017,2561951","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00167/M00345/M00344/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,3,1,1,2,1,0,2,1","susceptible"
"4138","M00166","ND57_MAG_00028","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00134,K00134,K00927","2561605,2561277,2561354,2562135","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,3","susceptible"
"4139","M00168","ND57_MAG_00028","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00024","2561395","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614",0,0,"0,1","susceptible"
"4140","M00579","ND57_MAG_00028","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4141","M00378","ND57_MAG_00028","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"4142","M00531","ND57_MAG_00028","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4143","M00595","ND57_MAG_00028","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4144","M00151","ND57_MAG_00028","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4145","M00086","ND57_MAG_00028","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","2562565","None",1,1,"1","susceptible"
"4146","M00546","ND57_MAG_00028","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"4147","M00020","ND57_MAG_00028","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",0.666666666666667,"False",0.666666666666667,"False",1,"K00058","2","K00058,K00058,K00831","2562792,2561183,2562791","K00831 is present in multiple modules: M00020/M00124",0,0,"2,1,0","susceptible"
"4148","M00338","ND57_MAG_00028","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",1,"True",1,"True",1,"K01758","1","K01697,K01758","2560850,2561150","K01697 is present in multiple modules: M00338/M00035",1,1,"1,1","susceptible"
"4149","M00035","ND57_MAG_00028","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",1,"True",1,"True",1,"K00558,K01251","2,1","K00558,K00558,K00789,K00789,K01251,K01697","2561480,2561481,2562798,2560956,2562531,2560850","K00789 is present in multiple modules: M00609/M00034/M00035/M00368,K01697 is present in multiple modules: M00338/M00035",1,1,"2,2,1,1","susceptible"
"4150","M00019","ND57_MAG_00028","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",0.25,"False",0.25,"False",NA,"No enzymes unique to module",NA,"K00826","2560977","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,1","susceptible"
"4151","M00570","ND57_MAG_00028","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.2,"False",0.2,"False",NA,"No enzymes unique to module",NA,"K00826","2560977","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,0,1","susceptible"
"4152","M00432","ND57_MAG_00028","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4153","M00844","ND57_MAG_00028","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"4154","M00015","ND57_MAG_00028","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4155","M00026","ND57_MAG_00028","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0","susceptible"
"4156","M00045","ND57_MAG_00028","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",1,"True",1,"True",1,"K01468,K01479,K01712,K01745,K13990","1,1,1,1,1","K01468,K01479,K01712,K01745,K13990","2561391,2562438,2562684,2560761,2560896","None",1,1,"1,1,1,2","susceptible"
"4157","M00024","ND57_MAG_00028","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","2562227","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"4158","M00025","ND57_MAG_00028","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","2562227","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"4159","M00912","ND57_MAG_00028","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.875,"True",0.875,"True",NA,"No enzymes unique to module",NA,"K00452,K00453,K00486,K00767,K00969,K01556,K01916","2561070,2562655,2561151,2560806,2560939,2560781,2562534","K00453 is present in multiple modules: M00038/M00912,K00767 is present in multiple modules: M00115/M00912,K00452 is present in multiple modules: M00038/M00912,K00486 is present in multiple modules: M00038/M00912,K01556 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912,K01916 is present in multiple modules: M00115/M00912",1,0,"1,0,1,1,1,1,1,1","susceptible"
"4160","M00913","ND57_MAG_00028","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00606,K01918","2562484,2562005","K01918 is present in multiple modules: M00119/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,0,1","susceptible"
"4161","M00572","ND57_MAG_00028","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00208,K02372,K09458","2561737,2562533,2561574,2561995,2561134","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,1,2,1,1,0","susceptible"
"4162","M00932","ND57_MAG_00028","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0.285714285714286,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K01661,K02549,K02551,K19222","2561373,2561370,2561374,2561376","K19222 is present in multiple modules: M00116/M00932,K01661 is present in multiple modules: M00116/M00932,K02551 is present in multiple modules: M00116/M00932,K02549 is present in multiple modules: M00116/M00932",0,0,"1,0,1,1,0,0,0","susceptible"
"4163","M00793","ND57_MAG_00028","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","1,1,1,1","K00067,K00973,K01710,K01790","2561942,2561835,2561554,2561257","None",1,1,"1,1,1","susceptible"
"4164","M00548","ND57_MAG_00028","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"4165","M00615","ND57_MAG_00028","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"4166","M00001","ND57_MAG_00029","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.666666666666667,"False",0.7,"False",NA,"No enzymes unique to module",NA,"K00134,K00927,K01689,K01803,K01810,K11645,K15633","2563592,2562889,2563015,2563196,2562910,2563212,2562913","K15633 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K11645 is present in multiple modules: M00001/M00003,K01810 is present in multiple modules: M00001/M00004/M00892/M00909,K01803 is present in multiple modules: M00001/M00002/M00003,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,1,0,1,1,1,1,1,0","susceptible"
"4167","M00307","ND57_MAG_00029","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",0,"False",0.75,"True",1,"K00161,K00162","1,1","K00161,K00162,K00382,K00382","2563801,2563802,2563577,2563964","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",0,1,"1","susceptible"
"4168","M00010","ND57_MAG_00029","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01681","2563359,2562902","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01681 is present in multiple modules: M00009/M00010/M00012/M00740/M00173/M00614",0,0,"0,1,1","susceptible"
